company_id,n_reviews,S_mean,S_std,S_smoothed,SE,S_CI_low,S_CI_high,pos_share,neg_share,G_mean_ratio_phys,G_mean_final_phys,G_smoothed_final_phys,G_mean_ratio_selfprot,G_mean_final_selfprot,G_smoothed_final_selfprot,G_mean_ratio_aff,G_mean_final_aff,G_smoothed_final_aff,G_mean_ratio_stat,G_mean_final_stat,G_smoothed_final_stat,G_mean_ratio_fam,G_mean_final_fam,G_smoothed_final_fam
booz_allen_hamilton,980,0.4459688,0.58899266,0.4459688067436218,0.01881468022068623,0.4090920335110768,0.48284557997616684,0.7193877551020408,0.18877551020408162,0.16758401345425777,0.18145178870583267,0.18145178870583267,0.001247170037026272,0.021348869819104926,0.021348869819104926,0.1270820976750106,0.12510437581335226,0.12510437581335226,0.21080251615461884,0.20232838855243432,0.20232838855243432,0.21554243691533226,0.20971221911854263,0.20971221911854263
