file,slug_from_file,original_rows,dropped_dupes,dropped_empty_text,dropped_too_short,final_rows,output_file
reviews.csv,booz_allen_hamilton,980,0,0,0,980,C:\Users\csshl\Desktop\4994-Scrapper\runs\company_score_precompute\booz_allen_hamilton\02_clean\reviews_booz_allen_hamilton_clean.csv
