company_id,n_reviews,S_mean,S_std,S_smoothed,SE,S_CI_low,S_CI_high,pos_share,neg_share,G_mean_ratio_phys,G_mean_final_phys,G_smoothed_final_phys,G_mean_ratio_selfprot,G_mean_final_selfprot,G_smoothed_final_selfprot,G_mean_ratio_aff,G_mean_final_aff,G_smoothed_final_aff,G_mean_ratio_stat,G_mean_final_stat,G_smoothed_final_stat,G_mean_ratio_fam,G_mean_final_fam,G_smoothed_final_fam
mckinsey,960,0.419691,0.6108199,0.4196909964084625,0.01971412673359866,0.38105130801060916,0.4583306848063159,0.6947916666666667,0.19583333333333333,0.03382147743406388,0.11893172809686761,0.11893172809686761,-0.029861101616515454,-0.0010668263803347774,-0.0010668263803347777,0.11529248852517364,0.11459087362047622,0.11459087362047622,0.21315968703392807,0.20377060157754956,0.2037706015775496,0.03400027478593982,0.12125285952980788,0.12125285952980788
