file,slug_from_file,original_rows,dropped_dupes,dropped_empty_text,dropped_too_short,final_rows,output_file
reviews.csv,ge,993,0,0,0,993,C:\Users\csshl\Desktop\4994-Scrapper\runs\company_score_precompute\ge\02_clean\reviews_ge_clean.csv
