company_id,n_reviews,S_mean,S_std,S_smoothed,SE,S_CI_low,S_CI_high,pos_share,neg_share,G_mean_ratio_phys,G_mean_final_phys,G_smoothed_final_phys,G_mean_ratio_selfprot,G_mean_final_selfprot,G_smoothed_final_selfprot,G_mean_ratio_aff,G_mean_final_aff,G_smoothed_final_aff,G_mean_ratio_stat,G_mean_final_stat,G_smoothed_final_stat,G_mean_ratio_fam,G_mean_final_fam,G_smoothed_final_fam
ge,993,0.3566164,0.6665308,0.35661640763282776,0.021151715218275628,0.31515904580500753,0.398073769460648,0.6535750251762337,0.2527693856998993,0.15780334841847923,0.17124716614358287,0.17124716614358287,-0.021595603455054645,0.0009635171051265929,0.0009635171051265929,0.06982284155313515,0.07245225030670238,0.07245225030670238,0.1255385491604029,0.13152607036804975,0.13152607036804975,0.1320508150506721,0.1348094185593853,0.1348094185593853
