company_id,n_reviews,S_mean,S_std,S_smoothed,SE,S_CI_low,S_CI_high,pos_share,neg_share,G_mean_ratio_phys,G_mean_final_phys,G_smoothed_final_phys,G_mean_ratio_selfprot,G_mean_final_selfprot,G_smoothed_final_selfprot,G_mean_ratio_aff,G_mean_final_aff,G_smoothed_final_aff,G_mean_ratio_stat,G_mean_final_stat,G_smoothed_final_stat,G_mean_ratio_fam,G_mean_final_fam,G_smoothed_final_fam
rbc,999,0.35088587,0.66149795,0.35088586807250977,0.020928868964737325,0.3098652849016246,0.3919064512433949,0.6566566566566566,0.24824824824824826,0.09504423682681422,0.13016585561663527,0.13016585561663527,-0.01728394211100411,0.016153866413303002,0.016153866413303002,0.13970790418658763,0.13836385860824532,0.13836385860824532,0.10668228260267507,0.1270196300089311,0.1270196300089311,0.10026499370905069,0.1133297086455689,0.11332970864556889
