company_id,n_reviews,S_mean,S_std,S_smoothed,SE,S_CI_low,S_CI_high,pos_share,neg_share,G_mean_ratio_phys,G_mean_final_phys,G_smoothed_final_phys,G_mean_ratio_selfprot,G_mean_final_selfprot,G_smoothed_final_selfprot,G_mean_ratio_aff,G_mean_final_aff,G_smoothed_final_aff,G_mean_ratio_stat,G_mean_final_stat,G_smoothed_final_stat,G_mean_ratio_fam,G_mean_final_fam,G_smoothed_final_fam
mastercard,953,0.49658686,0.61578095,0.4965868592262268,0.019947101551754443,0.4574905401847881,0.5356831782676655,0.7292759706190975,0.18677859391395593,0.30670354543681494,0.3019833952710605,0.3019833952710605,-0.03371140730496279,0.010054968877780316,0.010054968877780316,0.11876608838608176,0.12664615545769387,0.12664615545769387,0.16537724826753758,0.17377601364034326,0.17377601364034326,0.24078767675067053,0.2357868419668921,0.2357868419668921
