file,slug_from_file,original_rows,dropped_dupes,dropped_empty_text,dropped_too_short,final_rows,output_file
reviews.csv,google,994,0,0,0,994,C:\Users\csshl\Desktop\4994-Scrapper\runs\company_score_precompute\google\02_clean\reviews_google_clean.csv
