file,slug_from_file,original_rows,dropped_dupes,dropped_empty_text,dropped_too_short,final_rows,output_file
reviews.csv,microsoft,777,0,0,0,777,C:\Users\csshl\Desktop\4994-Scrapper\runs\company_score_precompute\microsoft\02_clean\reviews_microsoft_clean.csv
