file,slug_from_file,original_rows,dropped_dupes,dropped_empty_text,dropped_too_short,final_rows,output_file
reviews.csv,heb,893,0,0,0,893,C:\Users\csshl\Desktop\4994-Scrapper\runs\company_score_precompute\heb\02_clean\reviews_heb_clean.csv
