review_id,company_id,date,n_tokens,S_raw,F_raw_phys,H_raw_phys,G_ratio_phys,w_sent_phys,G_final_phys,F_raw_selfprot,H_raw_selfprot,G_ratio_selfprot,w_sent_selfprot,G_final_selfprot,F_raw_aff,H_raw_aff,G_ratio_aff,w_sent_aff,G_final_aff,F_raw_stat,H_raw_stat,G_ratio_stat,w_sent_stat,G_final_stat,F_raw_fam,H_raw_fam,G_ratio_fam,w_sent_fam,G_final_fam
103003952.0,nokia,,32,0.9384384,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,-0.99999950000025,0.3,-0.29999985000007495,0.0,9.0,-0.9999998888889013,0.3,-0.2999999666666704
102862898.0,nokia,,69,-0.55351704,2.0,0.0,0.99999950000025,0.8692186857467685,0.869218251137643,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.99999950000025,0.8692186857467685,0.869218251137643,0.0,0.0,0.0,0.5,0.0
102810146.0,nokia,,28,0.23167416,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,6.75,4.5,0.19999998222222382,0.6471868973960339,0.12943736797366295,2.5,4.0,-0.23076919526627765,0.35281310260396614,-0.08141839576731591,0.0,0.0,0.0,0.5,0.0
102639660.0,nokia,,41,0.94942373,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
102558929.0,nokia,,33,0.97120637,2.0,0.0,0.99999950000025,0.9724770284246023,0.9724765421863312,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
102513445.0,nokia,,158,0.9030027,7.5,0.0,0.9999998666666844,0.9641537120814543,0.9641535835276431,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.99999950000025,0.9641537120814543,0.9641532300048392,5.0,4.0,0.11111109876543349,0.9641537120814543,0.10712817832814178,13.0,0.0,0.9999999230769291,0.9641537120814543,0.9641536379157899
102408717.0,nokia,,27,0.8339848,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,9.0,0.0,0.9999998888889013,0.9532890330111288,0.953288927090137
102062686.0,nokia,,26,0.890064,2.0,0.0,0.99999950000025,0.9623213930332,0.9623209118727439,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
101793137.0,nokia,,38,0.93693686,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
101649395.0,nokia,,33,0.2910977,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,13.5,0.0,0.9999999259259315,0.6993891631017284,0.6993891112951276
101589058.0,nokia,,51,-0.6226589,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
101311631.0,nokia,,34,0.9887012,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
101309927.0,nokia,,62,0.82760936,2.0,0.0,0.99999950000025,0.9521402479220826,0.9521397718521967,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.99999950000025,0.9521402479220826,0.9521397718521967,0.0,0.0,0.0,0.5,0.0
101237155.0,nokia,,37,-0.089556925,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
101157915.0,nokia,,40,0.8935808,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,22.5,0.0,0.9999999555555575,0.962828149592261,0.9628281067999007
100848013.0,nokia,,145,0.93349296,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.99999950000025,0.9681383477106709,0.968137863641739,0.0,0.0,0.0,0.5,0.0
100593197.0,nokia,,44,0.98296404,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
100318378.0,nokia,,33,0.19702323,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
100191560.0,nokia,,33,-0.93494534,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
100173317.0,nokia,,28,-0.22691041,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,-0.99999950000025,0.3571761522433516,-0.35717597365536474,0.0,0.0,0.0,0.5,0.0
99926404.0,nokia,,28,0.7441754,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,-0.99999950000025,0.3,-0.29999985000007495,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
99836711.0,nokia,,56,-0.7091324,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,9.0,-0.9999998888889013,0.3,-0.2999999666666704
99794194.0,nokia,,48,-0.26146713,2.0,0.0,0.99999950000025,0.6738979928983421,0.673897655949514,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.99999950000025,0.6738979928983421,0.673897655949514,2.5,0.0,0.99999960000016,0.6738979928983421,0.6738977233392527,0.0,0.0,0.0,0.5,0.0
99727601.0,nokia,,37,-0.8448194,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
99627946.0,nokia,,25,0.05438098,4.0,0.0,0.9999997500000625,0.5,0.49999987500003124,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.5,0.0,9.0,0.0,0.9999998888889013,0.5,0.4999999444444507
99562687.0,nokia,,25,-0.85141945,0.0,2.5,-0.99999960000016,0.3,-0.29999988000004796,2.5,0.0,0.99999960000016,0.9562980870569233,0.9562977045378415,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.99999950000025,0.9562980870569233,0.9562976089081188,9.0,0.0,0.9999998888889013,0.9562980870569233,0.9562979808015922
99507732.0,nokia,,55,0.60783833,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
99259622.0,nokia,,77,0.5308158,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
99204045.0,nokia,,23,-0.73905474,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.99999950000025,0.9331565061659617,0.9331560395879418,2.0,0.0,0.99999950000025,0.9331565061659617,0.9331560395879418,0.0,0.0,0.0,0.5,0.0
99152355.0,nokia,,39,0.9808872,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
99114450.0,nokia,,85,0.8340334,2.0,0.0,0.99999950000025,0.9532976953547992,0.9532972187061899,0.0,0.0,0.0,0.5,0.0,4.0,0.0,0.9999997500000625,0.9532976953547992,0.953297457030435,9.5,0.0,0.9999998947368532,0.9532976953547992,0.9532975950076841,24.5,0.0,0.9999999591836751,0.9532976953547992,0.9532976564446908
98933973.0,nokia,,29,0.8809355,2.5,0.0,0.99999960000016,0.96097485122397,0.9609744668341832,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,9.0,0.0,0.9999998888889013,0.96097485122397,0.9609747444489984
98644631.0,nokia,,32,0.9409197,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
98548213.0,nokia,,151,-0.8553487,0.0,0.0,0.0,0.5,0.0,2.0,2.0,0.0,0.5,0.0,2.0,0.0,0.99999950000025,0.9569502435695159,0.9569497650946333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
98491725.0,nokia,,47,0.31149787,0.0,0.0,0.0,0.5,0.0,0.0,2.0,-0.99999950000025,0.3,-0.29999985000007495,0.0,0.0,0.0,0.5,0.0,0.0,2.0,-0.99999950000025,0.3,-0.29999985000007495,0.0,0.0,0.0,0.5,0.0
98108009.0,nokia,,34,0.97877026,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
98083800.0,nokia,,48,0.89117485,2.0,0.0,0.99999950000025,0.9624821756592601,0.9624816944184128,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
97899444.0,nokia,,111,-0.9101511,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
97787881.0,nokia,,70,0.93939734,2.5,0.0,0.99999960000016,0.9688588650941843,0.9688584775507932,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.99999950000025,0.9688588650941843,0.9688583806649939,0.0,0.0,0.0,0.5,0.0
97775414.0,nokia,,30,0.08272514,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
97345502.0,nokia,,36,0.936567,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.99999950000025,0.9685154667126257,0.9685149824551343,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
97265940.0,nokia,,26,0.93622947,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,2.5,0.0,0.99999960000016,0.9684742697477393,0.9684738823581863
97265546.0,nokia,,34,0.8780207,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
97262063.0,nokia,,35,0.45967415,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,13.5,0.0,0.9999999259259315,0.82034646797812,0.8203464072117196
97198792.0,nokia,,105,-0.74067825,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,2.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
