company_id,n_reviews,S_mean,S_std,S_smoothed,SE,S_CI_low,S_CI_high,pos_share,neg_share,G_mean_ratio_phys,G_mean_final_phys,G_smoothed_final_phys,G_mean_ratio_selfprot,G_mean_final_selfprot,G_smoothed_final_selfprot,G_mean_ratio_aff,G_mean_final_aff,G_smoothed_final_aff,G_mean_ratio_stat,G_mean_final_stat,G_smoothed_final_stat,G_mean_ratio_fam,G_mean_final_fam,G_smoothed_final_fam
nokia,825,0.25492895,0.68408394,0.25492894649505615,0.023816745701638307,0.20824812491984507,0.30160976807026724,0.5890909090909091,0.3006060606060606,0.14288336011849917,0.15897458848784732,0.15897458848784732,0.008107740740771979,0.02965731633355488,0.02965731633355488,0.11262601345821593,0.11866338559489856,0.11866338559489856,0.10399793829877615,0.1215484985904767,0.1215484985904767,0.14545181314031308,0.1519894099588616,0.1519894099588616
