file,slug_from_file,original_rows,dropped_dupes,dropped_empty_text,dropped_too_short,final_rows,output_file
reviews.csv,nokia,825,0,0,0,825,C:\Users\csshl\Desktop\4994-Scrapper\runs\company_score_precompute\nokia\02_clean\reviews_nokia_clean.csv
